#{"t_start": 1741225022.2830396, "env_id": "None"}
r,l,t
-104.398926,3,10.360338
-99.85289,10,10.360357
-109.374565,10,10.376539
-110.86308,8,10.376558
-104.42722,2,10.39185
-96.61522,18,10.404987
-103.94466,15,10.405006
-104.58412,2,10.405012
-103.37993,2,10.405016
-106.303604,4,10.40502
-112.10898,6,10.405025
-102.07959,15,10.43436
-103.6773,2,10.434379
-105.55108,5,10.434385
-114.639114,9,10.449428
-106.39826,3,10.449446
-104.42477,4,10.469147
-109.305626,5,10.48437
-109.68189,3,10.48439
-104.030014,2,10.484396
-97.7899,5,10.484401
-105.04866,2,10.499352
-105.06726,4,10.499371
-101.3696,7,10.499376
-107.26312,4,10.514679
-107.94937,3,10.530125
-106.48537,3,10.530143
-108.47511,3,10.530149
-98.270905,8,10.530153
-104.38198,2,10.530158
-105.570724,2,10.545046
-103.933655,2,10.57619
-104.4011,2,10.607172
-100.37094,5,10.607192
-107.477425,9,10.622572
-103.18287,6,10.622593
-108.22542,6,10.622599
-104.56276,8,10.622603
-101.49391,9,10.637889
-104.06961,2,10.654099
-104.07535,2,10.654119
-104.95871,2,10.672701
-110.475235,9,10.674015
-103.502716,9,10.674044
-105.685394,4,10.69029
-105.43173,2,10.70363
-99.523094,6,10.70365
-100.56686,6,10.703655
-106.67406,3,10.718667
-102.88768,6,10.718686
-103.86135,4,10.718692
-103.847626,2,10.73362
-102.82387,2,10.73364
-104.71162,2,10.733646
-102.74911,5,10.74773
-108.403404,21,10.763875
-104.176926,3,10.763896
-103.64048,6,10.782357
-102.665146,3,10.782392
-102.379875,4,10.782398
-105.91699,3,10.782403
-104.52794,2,10.796809
-105.16734,3,10.811737
-105.12693,2,10.811756
-104.1495,3,10.825834
-101.40703,3,10.825853
-104.52255,2,10.841865
-108.3549,3,10.841886
-104.911804,8,10.857206
-102.726295,2,10.857225
-109.36485,5,10.893233
-114.23416,9,10.893267
-105.89325,7,10.893274
-102.17253,4,10.908335
-105.72665,3,10.908355
-103.28586,2,10.923753
-98.78677,17,10.923772
-111.02947,5,10.93868
-106.01593,2,10.9387
-97.002884,16,10.970745
-104.17427,2,10.970766
-104.311035,9,10.985506
-106.55748,6,10.985526
-100.10936,6,10.985531
-109.94678,10,10.985536
-111.32411,5,11.002295
-102.82584,2,11.002315
-104.13661,2,11.017522
-101.5975,6,11.017541
-101.06578,7,11.017547
-102.05658,3,11.017551
-106.01593,2,11.017555
-105.06128,2,11.032057
-103.696655,2,11.047679
-104.33779,2,11.063268
-103.93982,4,11.077726
-103.086845,6,11.077745
-107.79487,3,11.093143
-104.78433,5,11.093163
-104.516174,7,11.093168
-108.45149,6,11.111775
-104.57768,11,11.111794
-104.20026,2,11.142496
-107.98604,4,11.156145
-96.29892,10,11.156164
-109.0548,6,11.171663
-103.92405,2,11.18706
-105.97278,2,11.18708
-107.46099,11,11.187091
-106.021515,8,11.202039
-108.13704,6,11.235157
-102.81315,4,11.25037
-110.47056,3,11.25039
-107.82331,4,11.250395
-103.893135,5,11.2504
-108.45515,9,11.250405
-105.37915,2,11.266038
-103.257545,2,11.281126
-107.40147,3,11.295605
-117.5814,17,11.326528
-107.02742,4,11.326549
-97.166855,10,11.341468
-100.38382,6,11.341487
-104.17992,5,11.37309
-107.57333,4,11.388065
-103.09079,4,11.388088
-105.80734,3,11.388094
-105.8696,4,11.403893
-110.01986,10,11.437654
-112.42489,12,11.437676
-103.112305,23,11.453149
-106.6459,5,11.453169
-111.30491,4,11.453175
-114.66847,23,11.453179
-108.9078,4,11.4689
-102.93759,3,11.484425
-101.177,3,11.500169
-102.33583,7,11.500189
-116.46448,17,11.516286
-98.94025,5,11.534192
-107.127625,3,11.534211
-101.433266,6,11.534217
-104.8832,3,11.549213
-108.02531,6,11.549233
-104.43694,2,11.549239
-102.20627,7,11.564964
-106.469666,3,11.580069
-103.47745,2,11.580095
-103.78313,2,11.580101
-105.12693,2,11.610784
-96.473724,9,11.610804
-104.62978,5,11.629647
-106.2845,3,11.629681
-105.87182,5,11.64513
-105.12693,2,11.645151
-111.5681,17,11.660345
-105.40146,2,11.660365
-102.9998,4,11.67583
-105.5656,3,11.67585
-102.96895,2,11.675857
-109.061104,3,11.691635
-103.77506,7,11.691656
-104.768105,4,11.721648
-105.12693,2,11.72167
-106.07119,3,11.721676
-108.98562,4,11.741262
-111.04355,4,11.757321
-104.260284,6,11.75734
-103.97509,2,11.757347
-107.57207,14,11.757352
-109.55693,6,11.77267
-104.94897,2,11.787433
-105.1451,2,11.819094
-106.11449,3,11.819115
-106.65492,18,11.81912
-104.7055,6,11.819125
-105.27203,2,11.852093
-100.3359,7,11.867154
-103.30273,8,11.867173
-101.2947,7,11.867179
-101.215324,4,11.882118
-103.52506,3,11.896845
-112.45849,11,11.896864
-108.09882,9,11.896869
-104.517204,2,11.896874
-103.417465,3,11.91309
-104.66456,6,11.91311
-103.7887,2,11.92891
-103.33534,2,11.944262
-99.51984,4,11.944283
-106.688065,4,11.961853
-106.67289,4,11.961874
-103.1345,2,11.978183
-107.7829,5,11.978202
-107.90697,4,11.978208
-106.36038,11,11.992728
-109.33256,10,12.022162
-105.37908,6,12.022182
-99.239914,34,12.037962
-104.14424,5,12.037981
-111.72026,6,12.055274
-105.926155,5,12.055294
-104.61329,2,12.0553
-105.46186,2,12.055304
-109.341995,7,12.055309
-108.53219,5,12.070033
-102.05387,6,12.070053
-108.867645,6,12.070059
-104.963455,2,12.070064
-105.12693,2,12.084201
-105.12693,2,12.084221
-105.93895,2,12.084228
-101.81613,3,12.099967
-107.37887,4,12.099987
-104.20752,4,12.116637
-103.1206,2,12.131975
-104.744675,3,12.131995
-99.83846,7,12.182636
-104.21341,3,12.182657
-110.436264,8,12.198163
-104.82706,8,12.198183
-105.08059,7,12.213664
-114.82298,6,12.213683
-104.51386,9,12.213689
-105.92376,2,12.213694
-104.32141,4,12.244275
-114.629524,7,12.244296
-106.01593,2,12.244301
-103.65381,2,12.244306
-104.461464,3,12.261432
-104.87309,11,12.261466
-104.12451,3,12.261473
-110.75282,5,12.278015
-113.8207,13,12.293797
-101.290855,3,12.293817
-106.72486,6,12.293822
-105.597015,4,12.308147
-105.81301,3,12.32338
-108.60627,3,12.339702
-103.92438,5,12.339722
-105.100266,3,12.339728
-105.74903,6,12.339732
-106.07931,6,12.355542
-105.31958,7,12.355562
-103.48426,4,12.355568
-105.38908,2,12.371739
-104.931694,5,12.387419
-107.3983,4,12.418508
-105.30167,2,12.418529
-102.478355,7,12.432972
-105.81022,7,12.447862
-103.957924,2,12.447881
-100.049644,8,12.462518
-109.02891,7,12.462536
-104.34163,2,12.462542
-102.9166,3,12.462546
-104.60928,9,12.48133
-115.31701,14,12.481351
-101.11838,7,12.481357
-102.855354,2,12.481361
-101.438,8,12.481366
-105.05017,3,12.496579
-103.15533,2,12.511808
-106.60216,3,12.527652
-108.91009,4,12.542451
-102.38351,6,12.557101
-105.5071,5,12.55712
-101.43837,4,12.557126
-103.02502,6,12.557131
-104.74204,4,12.572053
-105.29434,7,12.572073
-104.12357,2,12.590956
-101.76545,3,12.637867
-105.67875,5,12.637888
-110.55641,5,12.653679
-100.91759,12,12.653699
-103.350716,6,12.653704
-104.37727,2,12.6694
-100.09819,8,12.686105
-104.12384,2,12.686125
-100.38862,8,12.701423
-104.48248,3,12.715927
-102.48504,4,12.715946
-105.12693,2,12.715952
-99.76851,12,12.715956
-95.34359,11,12.71596
-104.76408,5,12.715965
-105.076454,2,12.715969
-105.43906,2,12.74768
-104.21297,2,12.747701
-107.42905,4,12.762191
-106.9782,6,12.811628
-106.04966,4,12.811649
-105.54338,11,12.827259
-118.14041,8,12.841516
-104.736565,2,12.841537
-105.74398,8,12.841543
-108.19485,8,12.841548
-103.60063,3,12.857021
-124.889755,24,12.85704
-105.722885,10,12.871162
-104.03186,2,12.871182
-105.12693,2,12.871188
-102.202614,3,12.885307
-99.49587,9,12.885327
-104.62719,2,12.885333
-106.02273,3,12.918526
-102.29093,4,12.933009
-98.26332,11,12.933029
-105.78205,4,12.94916
-105.473366,4,12.94918
-106.17072,6,12.949187
-94.504166,10,12.982252
-103.665825,2,12.982273
-102.84981,2,12.982279
-107.61645,7,13.003544
-109.356094,4,13.003578
-106.01593,2,13.018221
-106.01593,2,13.018242
-104.49561,3,13.033508
-114.642654,10,13.033528
-95.579506,13,13.047913
-105.12693,2,13.063157
-103.98107,4,13.063177
-102.86003,8,13.078106
-94.91047,9,13.078126
-103.45303,4,13.095065
-107.16819,3,13.095089
-104.21744,5,13.095095
-110.53034,3,13.112421
-109.54634,4,13.127731
-103.00165,15,13.156899
-105.707825,7,13.186325
-106.41636,7,13.200831
-112.00837,12,13.200851
-101.35888,9,13.234703
-104.592926,2,13.234724
-111.47994,10,13.23473
-98.32467,9,13.234735
-109.77356,16,13.249992
-102.76998,2,13.265767
-110.34803,9,13.265788
-104.79562,5,13.28052
-102.521454,7,13.295464
-104.161736,4,13.295483
-104.56406,13,13.311667
-103.538765,4,13.311687
-106.3109,6,13.328615
-105.67869,8,13.357393
-106.13929,5,13.357414
-101.75986,4,13.373163
-105.4971,7,13.373183
-103.988,2,13.40388
-103.48812,4,13.419206
-101.510956,7,13.419225
-105.23101,2,13.451818
-105.365585,10,13.451839
-106.74999,9,13.466744
-102.228455,7,13.466764
-103.55792,2,13.496747
-101.65579,6,13.496767
-109.19815,8,13.496772
-109.77397,4,13.51254
-107.893906,23,13.51256
-104.28261,2,13.528173
-108.27109,5,13.545744
-101.75863,4,13.560622
-107.170494,19,13.560641
-100.151054,9,13.592423
-106.26227,5,13.592443
-104.90512,2,13.592449
-108.0511,6,13.608119
-102.22282,8,13.623461
-105.18039,2,13.623481
-106.06053,8,13.671764
-98.889824,9,13.671785
-102.39235,4,13.685825
-99.25845,7,13.701831
-107.50497,9,13.701858
-106.717255,3,13.717949
-104.00289,2,13.732872
-115.94284,10,13.750362
-104.924614,2,13.750382
-107.91099,3,13.750388
-108.68034,4,13.750393
-109.09488,6,13.765769
-108.07212,11,13.781444
-105.4888,3,13.796923
-105.05913,2,13.796943
-107.29455,3,13.796949
-104.05159,4,13.812077
-106.01593,2,13.827763
-124.30954,26,13.827783
-108.25223,7,13.842281
-107.63203,3,13.843646
-104.48152,4,13.843677
-108.497765,36,13.85873
-108.18405,4,13.873554
-103.956535,3,13.889315
-104.308914,3,13.889335
-104.93351,5,13.905692
-107.51324,19,13.921363
-103.735565,2,13.921383
-106.01593,2,13.937073
-103.32266,5,13.954976
-103.51132,3,13.970335
-106.27693,9,13.970355
-105.3723,3,13.985673
-106.93486,6,13.985693
-102.67233,2,14.000941
-104.47358,9,14.00096
-104.42626,2,14.016241
-106.11141,15,14.032272
-108.93015,3,14.032291
-120.25827,19,14.046655
-106.03991,4,14.06644
-105.942665,6,14.066461
-108.00708,15,14.08175
-108.03186,10,14.112466
-102.37344,5,14.112486
-111.895386,12,14.112491
-102.29666,3,14.112496
-105.515274,7,14.1125
-106.01593,2,14.143432
-99.42299,8,14.1589
-107.45894,3,14.15892
-103.208046,9,14.158926
-111.452225,7,14.15893
-106.63169,3,14.206764
-108.399254,3,14.206785
-104.423454,4,14.206791
-108.40336,7,14.221779
-101.927605,7,14.221799
-99.536606,5,14.237056
-107.90589,3,14.252408
-105.20969,3,14.252429
-107.772766,12,14.270909
-100.94693,7,14.270929
-106.642746,10,14.270935
-106.53402,4,14.286075
-104.77075,2,14.286099
-105.148384,3,14.286105
-105.12693,2,14.300139
-110.03341,7,14.315525
-105.67116,6,14.315545
-103.626945,4,14.331111
-98.29961,18,14.345551
-101.36514,5,14.361806
-107.33572,6,14.361826
-103.937706,2,14.361831
-108.456726,4,14.378867
-106.85387,7,14.393815
-102.29027,4,14.409703
-102.95687,7,14.409724
-103.109955,10,14.409729
-106.08012,8,14.439712
-104.256355,5,14.439732
-106.35355,3,14.439738
-103.50331,2,14.439742
-106.59464,5,14.454736
-106.41061,3,14.454756
-104.18303,2,14.489274
-106.735596,3,14.489295
-105.39135,3,14.489301
-104.98678,6,14.505259
-103.63418,6,14.53595
-113.75084,12,14.550537
-117.273254,17,14.550558
-103.43202,2,14.586502
-101.91232,15,14.601437
-106.05776,6,14.601457
-102.04255,4,14.61541
-103.49366,2,14.61543
-104.244865,8,14.615435
-101.07446,5,14.615439
-101.09009,9,14.631158
-111.47807,12,14.631178
-116.38168,10,14.647578
-104.70506,3,14.663381
-102.794754,2,14.663401
-105.010994,2,14.678596
-108.15324,5,14.697004
-107.64132,6,14.711905
-103.73677,2,14.726778
-101.59636,5,14.742004
-100.25425,9,14.742024
-107.826355,5,14.742029
-106.03832,8,14.742033
-103.30599,4,14.742038
-104.32578,2,14.758049
-105.38702,4,14.773377
-106.01593,2,14.773397
-117.11295,21,14.790284
-103.29955,10,14.791621
-106.74515,4,14.806736
-100.20359,13,14.806757
-106.41339,4,14.821209
-104.101234,5,14.821229
-104.42028,6,14.83528
-107.952126,4,14.8353
-100.95313,4,14.850848
-110.09693,3,14.850868
-106.935295,3,14.866706
-103.73041,2,14.866728
-101.72688,3,14.882111
-107.507324,7,14.88213
-96.775444,11,14.918481
-102.24189,4,14.918502
-108.077965,10,14.948293
-110.76415,4,14.948313
-113.36277,7,14.964797
-102.95596,3,14.964818
-104.13135,2,14.980076
-103.7315,2,14.980099
-107.83937,6,14.980104
-107.66498,3,15.015297
-98.757996,9,15.015318
-103.779854,3,15.029033
-100.79935,11,15.044353
-105.25509,8,15.044373
-107.35932,5,15.058926
-102.65677,15,15.058945
-100.43571,6,15.074119
-113.867905,17,15.074139
-103.74332,2,15.090818
-104.88559,3,15.090838
-108.55201,4,15.106607
-104.09243,6,15.106628
-104.279205,7,15.124207
-104.962074,2,15.124228
-105.12693,2,15.124233
-104.99389,2,15.154955
-98.32511,12,15.154975
-103.18645,5,15.154981
-101.457504,9,15.169385
-105.72222,2,15.185113
-105.07168,5,15.185133
-101.247536,7,15.185138
-102.99034,2,15.20043
-102.78175,6,15.215822
-103.77416,2,15.215842
-104.52783,10,15.215847
-107.546135,5,15.234927
-105.07882,5,15.234947
-105.12693,2,15.249533
-104.86406,4,15.249552
-107.378944,10,15.26441
-106.7411,8,15.310545
-103.06596,12,15.310565
-107.049545,4,15.310571
-108.06213,4,15.328506
-103.00357,8,15.328526
-109.04371,8,15.342705
-106.5277,6,15.342725
-105.38725,3,15.358976
-96.35925,10,15.388686
-103.60891,4,15.388707
-104.037346,5,15.388713
-104.78107,2,15.388717
-103.936165,11,15.388721
-102.3517,4,15.404032
-108.78597,4,15.404052
-104.75735,6,15.4191
-107.579155,7,15.419121
-103.65872,3,15.440074
-105.91231,4,15.455504
-105.89808,3,15.455523
-108.98732,5,15.4708
-109.01697,3,15.47082
-111.44673,6,15.485671
-106.89351,16,15.485691
-101.9908,6,15.516468
-108.494385,5,15.516488
-102.97526,3,15.516495
-102.1596,3,15.516499
-107.63313,9,15.531373
-105.17393,2,15.550695
-109.11741,6,15.550715
-106.88536,4,15.550721
-106.01593,2,15.550726
-102.35323,3,15.566155
-106.299644,7,15.566176
-102.85222,2,15.566181
-109.98873,6,15.581026
-105.4172,3,15.5971
-109.266075,4,15.612795
-105.83315,3,15.612816
-107.37622,5,15.628583
-106.494514,3,15.628604
-101.71951,5,15.642311
-103.11887,8,15.642329
-101.98862,9,15.685876
-110.35065,8,15.6859
-101.27615,5,15.685907
-105.824875,3,15.685911
-111.00629,19,15.70156
-104.089874,4,15.701582
-105.54144,3,15.733224
-102.73495,3,15.75144
-102.868515,9,15.766457
-103.103546,4,15.766478
-108.38561,9,15.766484
-104.480156,6,15.781775
-102.22244,13,15.813014
-107.346115,4,15.813035
-100.75419,6,15.827954
-103.10294,4,15.843691
-110.64926,16,15.843712
-106.074234,3,15.863519
-105.12693,2,15.863539
-108.8355,12,15.878436
-102.61591,2,15.878456
-108.001595,9,15.910305
-111.38477,6,15.910327
-108.603294,3,15.926224
-102.33441,6,15.942946
-103.77496,2,15.942966
-108.24419,11,15.942972
-104.768845,2,15.95952
-103.24168,5,15.95954
-102.6356,6,15.959546
-99.92935,18,15.977563
-102.11694,8,15.992294
-101.90914,3,16.007007
-100.31556,16,16.022405
-102.22268,3,16.022425
-108.62076,7,16.022431
-107.10181,6,16.036966
-110.64972,6,16.036986
-104.66975,2,16.052421
-105.04755,3,16.068751
-108.872696,3,16.069882
-116.399666,8,16.069909
-99.512245,9,16.099646
-105.32288,2,16.099667
-102.780426,7,16.115337
-106.85595,5,16.115357
-106.882965,8,16.115363
-110.26123,3,16.144912
-100.44087,14,16.178024
-104.780685,6,16.193434
-101.289085,5,16.193455
-105.090126,10,16.208913
-103.68193,2,16.208934
-103.83931,10,16.224178
-103.76971,2,16.224198
-107.08005,3,16.239671
-120.876,13,16.23969
-104.511536,2,16.255001
-105.298584,3,16.255022
-106.978516,13,16.270427
-105.12693,2,16.270446
-104.9882,9,16.287541
-105.38671,3,16.287562
-101.65654,12,16.302466
-106.68748,3,16.302486
-105.521576,7,16.31703
-103.95831,2,16.317051
-103.20769,5,16.34617
-105.12693,2,16.34619
-112.57974,16,16.360655
-102.0251,5,16.375926
-103.42955,6,16.409381
-106.083496,3,16.409402
-102.4871,9,16.409408
-104.96469,4,16.409413
-105.243065,4,16.440338
-105.12693,2,16.440358
-113.29281,6,16.440364
-104.26588,3,16.456434
-106.01593,2,16.470356
-99.46734,12,16.470375
-100.09713,16,16.47038
-106.00442,4,16.470385
-104.145546,2,16.470389
-113.13559,17,16.520541
-104.490425,6,16.536617
-108.587296,6,16.553487
-106.50353,5,16.553508
-110.6857,6,16.568949
-107.845116,6,16.568967
-106.963425,6,16.568973
-106.922714,10,16.568978
-105.07137,2,16.584871
-105.83136,4,16.584899
-107.6706,4,16.602902
-105.91488,2,16.602921
-104.63663,2,16.602927
-97.841255,20,16.617681
-108.121086,3,16.6177
-106.79789,3,16.632668
-106.27425,5,16.632687
-106.01593,2,16.632692
-103.22608,3,16.647496
-103.2513,3,16.663445
-100.95426,4,16.678914
-114.74025,7,16.678933
-103.366936,4,16.698013
-111.15282,14,16.698031
-109.6104,7,16.714164
-103.64756,3,16.714183
-103.138,2,16.731002
-103.1036,12,16.951278
-107.50108,5,16.951303
-104.28883,6,16.951309
-107.98701,8,16.951313
-103.43162,10,16.96688
-107.65251,7,16.998626
-108.63404,6,16.998646
-104.19748,4,17.016328
-108.1999,3,17.016348
-106.28539,7,17.061339
-103.593666,4,17.076604
-102.30737,15,17.092602
-105.12693,2,17.111383
-109.67738,19,17.111417
-99.53178,14,17.111424
-107.162346,4,17.126313
-115.402275,12,17.141828
-104.64284,3,17.157517
-106.98558,4,17.172455
-105.01507,11,17.172474
-104.91188,3,17.187294
-102.56524,5,17.203049
-102.06442,7,17.203068
-100.62685,7,17.220337
-103.83312,14,17.220355
-113.53001,17,17.220361
-106.821304,4,17.235233
-103.848854,2,17.248855
-108.09299,7,17.263112
-99.758545,5,17.277318
-100.95125,17,17.277337
-105.71451,4,17.277343
-101.94406,4,17.277348
-109.97923,6,17.292241
-103.87951,2,17.292261
-108.087105,5,17.308003
-112.12854,8,17.308024
-104.28147,2,17.325534
-107.87575,4,17.344166
-104.42153,2,17.34419
-108.72346,3,17.36169
-108.06298,4,17.36171
-107.43548,7,17.361715
-107.513275,3,17.393296
-104.23235,2,17.393316
-103.56088,7,17.393322
-103.9262,2,17.426876
-107.00559,5,17.44185
-98.80419,18,17.457364
-102.20441,11,17.457384
-105.87653,4,17.45739
-104.483475,2,17.471847
-106.270515,7,17.471866
-108.620316,10,17.487952
-110.48004,4,17.487972
-97.82122,10,17.502813
-116.31785,15,17.517273
-102.283936,4,17.517294
-104.61277,2,17.53492
-106.82015,4,17.53494
-101.66632,3,17.534945
-104.791306,6,17.549508
-104.07217,2,17.549528
-101.190186,4,17.580173
-104.823494,3,17.580194
-106.929054,3,17.580199
-102.72392,2,17.612498
-106.99766,12,17.644568
-97.296486,7,17.644588
-95.845985,17,17.660363
-105.38967,5,17.660384
-105.93504,6,17.675617
-100.795364,13,17.690966
-105.12693,2,17.690986
-103.66532,14,17.690992
-97.9393,10,17.707458
-101.57593,4,17.707479
-108.24661,3,17.707484
-103.26874,2,17.723057
-103.7554,7,17.723077
-103.07878,2,17.723087
-106.451256,5,17.723091
-104.27791,2,17.740693
-105.857834,2,17.754347
-104.192856,2,17.754368
-104.67779,2,17.754375
-104.47194,5,17.769837
-107.754425,4,17.769856
-102.54312,14,17.769862
-104.53812,4,17.769867
-106.01593,2,17.785531
-103.2865,2,17.800196
-106.59318,4,17.800215
-104.85684,2,17.800221
-102.90527,2,17.800225
-98.81054,6,17.815505
-107.07411,4,17.815526
-104.441185,5,17.830722
-106.38521,3,17.848346
-104.38213,3,17.848366
-106.66522,11,17.848372
-100.02234,4,17.848377
-106.22914,3,17.864582
-103.28763,4,17.864602
-114.643936,8,17.896331
-108.32226,3,17.896351
-103.46934,5,17.911675
-105.18768,3,17.911695
-102.21307,7,17.926058
-105.5334,3,17.941957
-102.69264,3,17.959121
-105.280106,3,17.975361
-108.48992,4,17.975381
-103.30963,3,17.990226
-112.59165,9,17.990247
-105.12693,2,18.00499
-101.98341,9,18.00501
-109.44242,11,18.019884
-110.63646,15,18.035593
-106.56777,3,18.035613
-109.88437,3,18.035619
-106.2484,3,18.068478
-97.09855,11,18.068499
-105.140686,2,18.100881
-105.79739,3,18.116876
-98.15263,8,18.131994
-105.81939,11,18.132015
-105.09971,2,18.13202
-105.01127,7,18.147262
-105.57108,4,18.17974
-102.84332,11,18.17976
-107.859024,3,18.179766
-105.00177,4,18.209796
-106.01593,2,18.209817
-107.80672,24,18.225021
-102.16898,6,18.225041
-104.04552,2,18.239909
-104.28342,2,18.255517
-108.09566,16,18.289669
-113.76132,17,18.304985
-101.525024,21,18.305004
-102.47702,5,18.32025
-115.04075,9,18.32027
-106.01593,2,18.351882
-109.394775,14,18.351903
-101.41388,10,18.369176
